id,question,link_1,link_2,predict_answer
5412,What is the name of the cloud computing company that provides hosting and serverless backend services?,https://en.wikipedia.org/wiki/Netlify,https://en.wikipedia.org/wiki/Cloud_computing,Netlify
5413,What is the largest insect family?,https://en.wikipedia.org/wiki/Beetle,https://en.wikipedia.org/wiki/List_of_largest_insects,empty
5414,What is the oldest type of road sign?,"https://en.wikipedia.org/wiki/Direction,_position,_or_indication_sign",https://en.wikipedia.org/wiki/Traffic_sign,Direction signs
5415,What is the name of the journal that is published by the American Society of Pharmacognosy?,https://en.wikipedia.org/wiki/American_Society_of_Pharmacognosy,https://en.wikipedia.org/wiki/Journal_of_Natural_Products,Journal of Natural Products
5416,"What is the nickname of the University of Tennessee at Martin, Tennessee's intercollegiate athletic teams?",https://en.wikipedia.org/wiki/UT_Martin_Skyhawks,https://en.wikipedia.org/wiki/University_of_Tennessee_Southern,Skyhawks
5417,Who was Malik Ibrahim Bayu?,https://en.wikipedia.org/wiki/Malik_Ibrahim_Bayu,https://en.wikipedia.org/wiki/File:Malik_Ibrahim_Bayu_Ka_Makbara.jpg,a legendary Sufi saint-warrior
5418,What is the main approach used to analyze archaeological remains from an evolutionary perspective?,https://en.wikipedia.org/wiki/Evolutionary_archaeology,https://en.wikipedia.org/wiki/Anthropology,evolutionary archaeology
5419,What was the name of the first diesel electric paddle?,https://en.wikipedia.org/wiki/Paddle_steamer,https://en.wikipedia.org/wiki/Marine_propulsion,Montreux
5420,Who was the first woman to head the Auckland Museum?,https://en.wikipedia.org/wiki/Vanda_Vitali,https://en.wikipedia.org/wiki/150_women_in_150_words,Vanda Vitali
5421,How many people lived in Dunbar at the 2000 census?,"https://en.wikipedia.org/wiki/Dunbar,_Nebraska","https://en.wikipedia.org/wiki/Dunbar,_West_Virginia",237
5422,What was the nationality of Henry Hamilton Hadley?,https://en.wikipedia.org/wiki/Henry_Hamilton_Hadley,https://en.wikipedia.org/wiki/Henry_Hadley,American
5423,What is the name of BEM's law school?,https://en.wikipedia.org/wiki/BEM_Management_School,https://en.wikipedia.org/wiki/Ben_Stein,KEDGE BUSINESS SCHOOL
5424,What was the name of Live at Sweet Basil?,https://en.wikipedia.org/wiki/Live_at_Sweet_Basil,https://en.wikipedia.org/wiki/Live_at_Sweet_Basil_Volume_1,KEDGE BUSINESS SCHOOL
5425,For what season did the Tilehurst Terriers participate in the Club World Championship?,https://en.wikipedia.org/wiki/Live_at_Sweet_Basil,https://en.wikipedia.org/wiki/Live_at_Sweet_Basil_Volume_1,empty
5426,When was the first German premiere of Tomte Tummetott?,https://en.wikipedia.org/wiki/Tomte_Tummetott_and_the_Fox,https://en.wikipedia.org/wiki/The_Tomten_(Astrid_Lindgren),2012
5427,How many editions of the Tour de France did Bernardo Alfonsel Lopez race?,https://en.wikipedia.org/wiki/Bernardo_Alfonsel,https://en.wikipedia.org/wiki/List_of_teams_and_cyclists_in_the_1977_Tour_de_France,seven
5428,What was the original name of the Grou-Jirnsum railway station?,https://en.wikipedia.org/wiki/Grou-Jirnsum_railway_station,https://en.wikipedia.org/wiki/Talk%3AGrou-Jirnsum_railway_station,Grouw-Irnsum
5429,Who manufactures electric multiple units?,https://en.wikipedia.org/wiki/Electric_multiple_unit,https://en.wikipedia.org/wiki/Diesel_multiple_unit,empty
5430,What was the overwhelming amount of votes for the Liberal Party?,https://en.wikipedia.org/wiki/Plurality_voting,https://en.wikipedia.org/wiki/Quebec_sovereignty_movement,O has an overwhelming majority
5431,Who built the wheelbarrow in the Kozhikkottukunnu?,https://en.wikipedia.org/wiki/Plurality_voting,https://en.wikipedia.org/wiki/Quebec_sovereignty_movement,empty
5432,When was the Geely Icon released?,https://en.wikipedia.org/wiki/Geely_Icon,https://en.wikipedia.org/wiki/Geely,24 February 2020
5433,What is the Natural England site of Interest?,https://en.wikipedia.org/wiki/Natural_England,https://en.wikipedia.org/wiki/Site_of_Special_Scientific_Interest,Easton Bavents
5434,What was the occupation of Klaus Hottinger?,https://en.wikipedia.org/wiki/Mary_Hottinger,https://en.wikipedia.org/wiki/Category:16th-century_Swiss_people,translator and editor
5435,What was the name of Spielberg's prestigious film that was released in 1972?,https://en.wikipedia.org/wiki/Munich_(2005_film),https://en.wikipedia.org/wiki/Duel_(1971_film),Munich
5436,Which theorist is associated with the composer?,https://en.wikipedia.org/wiki/Music_theory,https://en.wikipedia.org/wiki/John_Cage,John Milton Cage Jr.
5437,Which magazine was a precursor to the Australasian Post?,https://en.wikipedia.org/wiki/Australasian_Post,https://en.wikipedia.org/wiki/Australia_Post,Bell's Life in Victoria and Sporting Chronicle
5438,What is the name of the bus station between Stewart Avenue and Harvard Avenue?,https://en.wikipedia.org/wiki/Stewart_Ridge_station,https://en.wikipedia.org/wiki/Huntington_Avenue,120th Street and 122nd Street
5439,How many major mountain peaks are in Arizona?,https://en.wikipedia.org/wiki/List_of_mountain_peaks_of_Arizona,https://en.wikipedia.org/wiki/List_of_mountain_peaks_of_the_United_States,three
5440,What year was Dulcie's Adventure released?,https://en.wikipedia.org/wiki/Dulcie%27s_Adventure,https://en.wikipedia.org/wiki/Miss_Marple,1916
5441,How far away was the epicenter of the earthquake from the place of its origin?,https://en.wikipedia.org/wiki/Epicenter,https://en.wikipedia.org/wiki/2004_Indian_Ocean_earthquake_and_tsunami,directly above a hypocenter
5442,Who wrote The Foundations of Physics?,https://en.wikipedia.org/wiki/Foundations_of_Physics,https://en.wikipedia.org/wiki/David_Hilbert,Hilbert
5443,Who wrote the film's executive producer?,https://en.wikipedia.org/wiki/Executive_producer,https://en.wikipedia.org/wiki/Film_producer,empty
5444,What was the name of Different Styles?,https://en.wikipedia.org/wiki/List_of_hat_styles,https://en.wikipedia.org/wiki/List_of_architectural_styles,Vernacular architecture
5445,What type of area are most of the fungus found in?,https://en.wikipedia.org/wiki/Mycorrhiza,https://en.wikipedia.org/wiki/Ectomycorrhiza,empty
5446,What does the region of Shekhawati have that is uniquely known?,https://en.wikipedia.org/wiki/Shekhawati,https://en.wikipedia.org/wiki/Chhatri,Education
5447,What market is WWLD broadcasting to?,https://en.wikipedia.org/wiki/WWLD,https://en.wikipedia.org/wiki/WBZE,"Tallahassee, Florida"
5448,When was the album released?,https://en.wikipedia.org/wiki/The_Album_(Blackpink_album),https://en.wikipedia.org/wiki/List_of_2020_albums,"October 2, 2020"
5449,What did Stephen Finfer help in establishing?,https://en.wikipedia.org/wiki/Stephen_Finfer,https://en.wikipedia.org/wiki/Category:Brandeis_University_alumni,empty
5450,How far is Nochimalai from Chennai?,https://en.wikipedia.org/wiki/Nochimalai,https://en.wikipedia.org/wiki/Tamil_settlement_of_Sri_Lanka,157 km
5451,What was the name of the coach that Fichtner was involved with?,https://en.wikipedia.org/wiki/Randy_Fichtner,https://en.wikipedia.org/wiki/Molly_Fichtner,Molly Ann Fichtner
5452,Where are the Menzingers from?,https://en.wikipedia.org/wiki/The_Menzingers,https://en.wikipedia.org/wiki/Hello_Exile,"Scranton, Pennsylvania"
5453,How many students regularly attend Musical school at Tiffin School?,https://en.wikipedia.org/wiki/Tiffin_School,https://en.wikipedia.org/wiki/Oberlin_College,180
5454,The Wave/Green Eggs EP was released on what date?,https://en.wikipedia.org/wiki/Green_Eggs_and_Ham_(TV_series),https://en.wikipedia.org/wiki/Green_Eggs_and_Ham,"December 1, 2020"
5455,What is the name of the only covered bridge in Vermont?,https://en.wikipedia.org/wiki/Braley_Covered_Bridge,https://en.wikipedia.org/wiki/Gifford_Covered_Bridge,The Braley Covered Bridge
5456,Who starred in the film Trinetrudu?,https://en.wikipedia.org/wiki/Trinetrudu,https://en.wikipedia.org/wiki/Anjana_Productions,"Chiranjeevi, Bhanupriya, Kaikala Satyanarayana, Ranganath and Nagendra Babu"
5457,"Who wrote the song ""Nalanda Mohan""?",https://en.wikipedia.org/wiki/Trinetrudu,https://en.wikipedia.org/wiki/Anjana_Productions,empty
5458,What position did James William Bryan hold?,https://en.wikipedia.org/wiki/William_Jennings_Bryan,https://en.wikipedia.org/wiki/Cross_of_Gold_speech,Congressman
5459,What is the name of the prefecture just north of the epicenter?,https://en.wikipedia.org/wiki/2011_T%C5%8Dhoku_earthquake_and_tsunami,https://en.wikipedia.org/wiki/List_of_earthquakes_in_Japan,Tōhoku
5460,What is the name of the group of islets near the Freycinet Peninsula?,https://en.wikipedia.org/wiki/The_Nuggets,https://en.wikipedia.org/wiki/Schouten_Island,The Nuggets
5461,What was the name of Richard's last book?,https://en.wikipedia.org/wiki/Richard_Castle,https://en.wikipedia.org/wiki/Cliff_Richard,empty
5462,What is the name of the owned TV network owned by ThisTV?,https://en.wikipedia.org/wiki/This_TV,https://en.wikipedia.org/wiki/List_of_This_TV_affiliates,This TV
5463,What other parts of the mollusc are used for food?,https://en.wikipedia.org/wiki/Mollusca,https://en.wikipedia.org/wiki/Bivalvia,shells
5464,What is the name of the archbishop that was appointed by Pope Francis?,https://en.wikipedia.org/wiki/Pope_Francis,https://en.wikipedia.org/wiki/Pope,Bergoglio
5465,What is the full name of this famous astrobiologist?,https://en.wikipedia.org/wiki/Astrobiology,https://en.wikipedia.org/wiki/Carl_Sagan,Carl Edward Sagan
5466,What film did Charlie Barnett star in?,https://en.wikipedia.org/wiki/Charlie_Barnett_(actor),https://en.wikipedia.org/wiki/Charlie_Barnett_(comedian),D.C. Cab
5467,What is the thirty-second letter of the old Cyrillic alphabet?,https://en.wikipedia.org/wiki/Yat,https://en.wikipedia.org/wiki/Russian_language,Yat
5468,Who was the director of 'Rio'?,https://en.wikipedia.org/wiki/Rio_(2011_film),https://en.wikipedia.org/wiki/Rio_Bravo_(film),where the director was born
5469,What was the name of the college that the college was formed from in 1794?,https://en.wikipedia.org/wiki/Bowdoin_College,"https://en.wikipedia.org/wiki/College_of_Engineering,_Guindy",Bowdoin
5470,How many attempts are given to the finalists?,https://en.wikipedia.org/wiki/Pointless,https://en.wikipedia.org/wiki/The_Chase_(British_game_show),empty
5471,What is the shortest route in Normandy?,https://en.wikipedia.org/wiki/Strait_of_Dover,https://en.wikipedia.org/wiki/English_Channel,"The shortest distance across the strait, 33.3 kilometres (20.7 miles 18.0 nautical miles), is from the South Foreland, northeast of Dover in the English county of Kent, to Cap Gris Nez"
5472,What is the name of the formation that preserves fossils from the Neogene period?,https://en.wikipedia.org/wiki/Rexroad_Formation,https://en.wikipedia.org/wiki/Pamlico_Formation,The Rexroad Formation
5473,What are the three political parties in Pakistan?,https://en.wikipedia.org/wiki/List_of_political_parties_in_Pakistan,https://en.wikipedia.org/wiki/Pakistan_Tehreek-e-Insaf,National Assembly of Pakistan and the Senate
5474,Who won the 2011 Mnet Asian Music Awards?,https://en.wikipedia.org/wiki/2011_Mnet_Asian_Music_Awards,https://en.wikipedia.org/wiki/2012_Mnet_Asian_Music_Awards,Super Junior
5475,When was the first settlement in Sallen established?,https://en.wikipedia.org/wiki/Zion_National_Park,https://en.wikipedia.org/wiki/S._Allen_Counter,"8,000 years ago"
5476,What is the name of the publication that first published The Journal of Social Philosophy?,https://en.wikipedia.org/wiki/Sokal_affair,https://en.wikipedia.org/wiki/Social_philosophy,Lingua Franca
5477,How many people were awarded the 1977 New Zealand Silver Jubilee?,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Silver_Jubilee_Medal,https://en.wikipedia.org/wiki/1977_New_Zealand_bravery_awards,"twenty-fifth anniversary of Elizabeth II's accession in the United Kingdom, Canada, Australia, and New Zealand. The medal was physically identical in all realms where it was awarded, save for Canada, where it contained unique elements. As an The 1977 New Zealand bravery awards were announced in conjunction with the Queen's Silver Jubilee and Birthday Honours on 11 June 1977"
5478,Who wrote the movie Rajghat?,https://en.wikipedia.org/wiki/Gandhi_(film),"https://en.wikipedia.org/wiki/Gandhi,_My_Father",Richard Schickel
5479,What job did Joshua Darden have?,https://en.wikipedia.org/wiki/Joshua_Darden,https://en.wikipedia.org/wiki/Christopher_Darden,typeface designer
5480,When was Hokkaido Station originally built?,https://en.wikipedia.org/wiki/Obihiro_Station,https://en.wikipedia.org/wiki/Seikan_Tunnel,1905
5481,"What art museum is located in Mobile, Alabama?",https://en.wikipedia.org/wiki/Mobile_Museum_of_Art,"https://en.wikipedia.org/wiki/Mobile,_Alabama",The Mobile Museum of Art
5482,How long has the village been inhabited by humans?,https://en.wikipedia.org/wiki/Human_settlement,https://en.wikipedia.org/wiki/List_of_oldest_continuously_inhabited_cities,time period
5483,What was the name of the 1932 American film?,https://en.wikipedia.org/wiki/List_of_American_films_of_1932,https://en.wikipedia.org/wiki/Scarface_(1932_film),Scarface
5484,What is the only non-mammalian insect to have evolved flight?,https://en.wikipedia.org/wiki/Flying_and_gliding_animals,https://en.wikipedia.org/wiki/Mammal,Birds
5485,What was the 2008 NL Central game for the Phantoms?,https://en.wikipedia.org/wiki/Flying_and_gliding_animals,https://en.wikipedia.org/wiki/Mammal,empty
5486,What is the third largest city in Slovenia?,https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Slovenia,https://en.wikipedia.org/wiki/Template:Largest_towns_of_Slovenia,empty
5487,What is the largest lake in the county?,https://en.wikipedia.org/wiki/List_of_loughs_of_Ireland,https://en.wikipedia.org/wiki/Bontecou_Lake,Dutchess County
5488,Who won the 2003 Giro del Trentino?,https://en.wikipedia.org/wiki/2003_Giro_del_Trentino,https://en.wikipedia.org/wiki/Gilberto_Simoni,Gilberto Simoni
5489,In what nation was the 2012 Oceania Handball Nations Cup held?,https://en.wikipedia.org/wiki/2012_Oceania_Handball_Championship,https://en.wikipedia.org/wiki/OFC_Nations_Cup,Australia
5490,What color are the droplets on ants' head that look like?,https://en.wikipedia.org/wiki/Honeydew_(secretion),https://en.wikipedia.org/wiki/Red_imported_fire_ant,white
5491,How many villages are known to be around Budheisuni?,https://en.wikipedia.org/wiki/Budheisuni,https://en.wikipedia.org/wiki/Ganjam_district,3
5492,What is an example of a complication of postpartum endometritis?,https://en.wikipedia.org/wiki/Postpartum_infections,https://en.wikipedia.org/wiki/Endometritis,"premature rupture of membranes, multiple vaginal exams, manual removal of the placenta, and prolonged labour"
5493,What families claimed Muhammad's descent from?,https://en.wikipedia.org/wiki/Sayyid,https://en.wikipedia.org/wiki/Family_tree_of_Muhammad,the family of Has
5494,Who was the first Lord Mayor of the newly formed city of Adelaide?,https://en.wikipedia.org/wiki/Adelaide,https://en.wikipedia.org/wiki/City_of_Adelaide,James Hurtle Fisher
5495,What shark is the largest species of the genus?,https://en.wikipedia.org/wiki/Whale_shark,https://en.wikipedia.org/wiki/Great_white_shark,whale shark
5496,How many people lived in the original capitolo in 2009?,https://en.wikipedia.org/wiki/Guitar_Hero,https://en.wikipedia.org/wiki/WhatsApp,empty
