id,question,answer,link_1,link_2,predict_answer
2100,What language was biblical dictionaries written in?,Yiddish,https://en.wikipedia.org/wiki/Bible_Dictionary_(LDS_Church),https://en.wikipedia.org/wiki/List_of_Hebrew_dictionaries,Ludlow
2101,What position did Shapiro briefly hold at Simon Fraser University?,Professor Emeritus of Marketing,https://en.wikipedia.org/wiki/Terry_Fox,"https://en.wikipedia.org/wiki/University_of_California,_Los_Angeles",basketball player
2102,When did Martin Peter Voss start competing in the pole vault?,1991,https://en.wikipedia.org/wiki/Martin_Voss,https://en.wikipedia.org/wiki/1986_World_Junior_Championships_in_Athletics_%E2%80%93_Men%27s_pole_vault,1991
2103,When did Frank James Moore die?,"October 14, 2013",https://en.wikipedia.org/wiki/Frank_Moore_(performance_artist),https://en.wikipedia.org/wiki/James%E2%80%93Younger_Gang,"October 14, 2013"
2104,What is the largest annelid known to have lived?,Lipolagus ochotensis,https://en.wikipedia.org/wiki/Annelid,https://en.wikipedia.org/wiki/Polychaete,Polychaetes
2105,What was the job of Colonel John Charles Campbell Daunt VC?,recipient of the Victoria Cross,https://en.wikipedia.org/wiki/John_Daunt,https://en.wikipedia.org/wiki/Sherborne_School,Anglo-Chinese War
2106,What was the name of the first non-album single by Jon Foreman?,Fall is the first EP released by Jon Foreman,https://en.wikipedia.org/wiki/Jon_Foreman,https://en.wikipedia.org/wiki/Switchfoot,The Wonderlands Darkness
2107,What Pakistani leader's trial was famous for taking on the side of the Taliban?,Zulfiqar Ali Bhutto,https://en.wikipedia.org/wiki/Taliban,https://en.wikipedia.org/wiki/Reactions_to_the_killing_of_Osama_bin_Laden,The Pakistani Inter-Services Intelligence
2108,What was the name of the previous game?,Sonic Riders: Zero Gravity,https://en.wikipedia.org/wiki/Atari,https://en.wikipedia.org/wiki/Prey_(2017_video_game),AtariAtari brand logo used since 1972Atari 2600
2109,How many teams entered the play-offs of the NOFV-Oberliga?,2,https://en.wikipedia.org/wiki/1999%E2%80%932000_NOFV-Oberliga,https://en.wikipedia.org/wiki/2001%E2%80%9302_NOFV-Oberliga,1 2001 02 NOFV-Oberliga Nord 2
2110,What is the name of the song that was released by Montgomery Gentry?,You Do Your Thing,https://en.wikipedia.org/wiki/Montgomery_Gentry,https://en.wikipedia.org/wiki/Montgomery_Gentry_discography,Tattoos Scars
2111,What year was Debiera haber obispas written?,1977,https://en.wikipedia.org/wiki/La_Viuda_Negra_(1977_film),https://en.wikipedia.org/wiki/List_of_Televisa_telenovelas_(1960s),1977
2112,What did the Polish air force call the planes they used for reconnaissance?,PZL M28B Bryza,https://en.wikipedia.org/wiki/La_Viuda_Negra_(1977_film),https://en.wikipedia.org/wiki/List_of_Televisa_telenovelas_(1960s),Debiera haber obispas
2113,It is known to feed on what?,seeds and other small invertebrates,https://en.wikipedia.org/wiki/La_Viuda_Negra_(1977_film),https://en.wikipedia.org/wiki/List_of_Televisa_telenovelas_(1960s),empty
2114,Who made the video game Lords of the Rising Sun?,Cinemaware,https://en.wikipedia.org/wiki/La_Viuda_Negra_(1977_film),https://en.wikipedia.org/wiki/List_of_Televisa_telenovelas_(1960s),empty
2115,When was the first automated citation index created?,1997,https://en.wikipedia.org/wiki/Citation_index,https://en.wikipedia.org/wiki/Citation_analysis,1997
2116,Who wrote and directed Bhorer Allo?,Prabhat Roy,https://en.wikipedia.org/wiki/Bhorer_Alo,https://en.wikipedia.org/wiki/Bikele_Bhorer_Phool,Prabhat Roy
2117,Who first described Pterolophia albovariegata?,Stephan von Breuning,https://en.wikipedia.org/wiki/Pterolophia,https://en.wikipedia.org/wiki/List_of_beetles_of_Nepal_(Cerambycidae),Hayashi
2118,What position does Hansen hold with the University of North Carolina at Chapel Hill?,Professor of Economics,https://en.wikipedia.org/wiki/North_Carolina_Tar_Heels_women%27s_soccer,https://en.wikipedia.org/wiki/Barry_Popkin,researcher
2119,Who was the Governor of New York in 1873?,William Milliken,https://en.wikipedia.org/wiki/Al_Smith,https://en.wikipedia.org/wiki/Henry_R._Selden,Alfred Emanuel Smith
2120,What did Marjut Rimminen study at the Helsinki College of Applied Arts?,graphic design,https://en.wikipedia.org/wiki/Marjut_Rimminen,-,graphic design
2121,Who organizes the Miss Zimbabwe pageant?,Kenakor Media,https://en.wikipedia.org/wiki/Miss_World_2014,https://en.wikipedia.org/wiki/Miss_World_2016,Zimbabwe Miss Zimbabwe Trust
2122,What band was the TH1RT3EN a part of?,Megadeth,https://en.wikipedia.org/wiki/Calle_13_(band),https://en.wikipedia.org/wiki/Thirteen_(Megadeth_album),Residente Calle 13
2123,How much did the government of Canada spend on the creation of new art?,$900 million,https://en.wikipedia.org/wiki/New_Brunswick,https://en.wikipedia.org/wiki/Works_Progress_Administration,empty
2124,What does an alphabetical list of films produced in Mozambique contain?,only films from Mozambique,https://en.wikipedia.org/wiki/List_of_Mozambican_films,https://en.wikipedia.org/wiki/Swahili_language,Contents
2125,What is the largest settlement in the Vatan range?,Motović,https://en.wikipedia.org/wiki/List_of_provincial_name_etymologies_of_the_Philippines,https://en.wikipedia.org/wiki/Wakhan_Corridor,Vigan
2126,What is the name of the fifth full length album by Rollins band?,Come in and Burn,https://en.wikipedia.org/wiki/Come_In_and_Burn,https://en.wikipedia.org/wiki/The_End_of_Silence,End of Silence
2127,What are the effects of ingesting too much of toxins?,mycotoxicosis,https://en.wikipedia.org/wiki/Hypervitaminosis_A,https://en.wikipedia.org/wiki/Fluoride_toxicity,Hypervitaminosis A
2128,"What does the ""Five Mile/Square Mile"" project glide at?",higher rate in the upper atmosphere,https://en.wikipedia.org/wiki/Hypervitaminosis_A,https://en.wikipedia.org/wiki/Fluoride_toxicity,empty
2129,Who presented a theorem showing that two algebraic number fields with the same absolute Galois group are isomorphic?,Jürgen Neukirch,https://en.wikipedia.org/wiki/Neukirch%E2%80%93Uchida_theorem,https://en.wikipedia.org/wiki/Galois_theory,Jürgen Neukirch
2130,When was Ace of Angels released?,"October 14, 2015",https://en.wikipedia.org/wiki/Ace_of_Angels_(album),https://en.wikipedia.org/wiki/AOA_(group),2015
2131,Which lake is a landmark for classic wooden boat design?,Lake Tahoe,https://en.wikipedia.org/wiki/Runabout_(boat),https://en.wikipedia.org/wiki/Hacker-Craft,Evinrude
2132,What is the name of the village that is located on the main A970 road?,Quarff,https://en.wikipedia.org/wiki/Quarff,https://en.wikipedia.org/wiki/Brae,Quarff
2133,What percentage of the New York voters approved of the new constitution in 1924?,96%,https://en.wikipedia.org/wiki/Indian_Citizenship_Act,https://en.wikipedia.org/wiki/1924_Democratic_National_Convention,1924
2134,In what county is Weldon located?,"Jackson County, Arkansas","https://en.wikipedia.org/wiki/Weldon,_California","https://en.wikipedia.org/wiki/Weldon,_North_Carolina",Kern County
2135,"What was the name of the Tibetan proponent that said ""The Buddha's name was Dudley""?",David Guangxiao,"https://en.wikipedia.org/wiki/Weldon,_California","https://en.wikipedia.org/wiki/Weldon,_North_Carolina",empty
2136,"What is another name for ""spotted dick""?",railway cake,https://en.wikipedia.org/wiki/Spotted_dick,https://en.wikipedia.org/wiki/Suet,plain pudding
2137,What was the name of the Las Vegas design shop that introduced Las Vegas contestants to the show?,Midnight Lace,https://en.wikipedia.org/wiki/Pawn_Stars,https://en.wikipedia.org/wiki/Ink_Master_(season_9),Gold Silver Pawn Shop
2138,"What's the estimated annual production of bees, wasps and ants?",60000,https://en.wikipedia.org/wiki/Wasp,https://en.wikipedia.org/wiki/Ant,2014
2139,How long was the animal that washed ashore in the Pragian-age?,3 mm,https://en.wikipedia.org/wiki/Late_Devonian_extinction,https://en.wikipedia.org/wiki/2008_in_paleontology,Devonian
2140,What position does Karen Louise Bardsley hold with the OL Reign?,goalkeeper,https://en.wikipedia.org/wiki/Karen_Bardsley,https://en.wikipedia.org/wiki/Jodie_Taylor,Goalkeeper
2141,When was Hannah Swensen born?,1943,https://en.wikipedia.org/wiki/Joanne_Fluke,https://en.wikipedia.org/wiki/Alison_Sweeney,1943
2142,What is the phenomenon of a morpheme exhibiting variation in its phonological realization called?,an alternation,https://en.wikipedia.org/wiki/Alternation_(linguistics),https://en.wikipedia.org/wiki/Allomorph,an alternation
2143,Who built The Micah Williams House?,Micah Williams,https://en.wikipedia.org/wiki/Micah_Williams_House,https://en.wikipedia.org/wiki/Micah_Williams,Micah Williams
2144,How many programs in the top 10 are on the PBS network?,30,https://en.wikipedia.org/wiki/PBS,https://en.wikipedia.org/wiki/List_of_PBS_member_stations,43
2145,What is the name of the journal published by Taylor & Francis?,Autophagy,https://en.wikipedia.org/wiki/Taylor_%26_Francis,https://en.wikipedia.org/wiki/Category:Taylor_%26_Francis_academic_journals,6 Contents 1 Overview 2 Company figures 3 Controversies 3.1 Journal protests
2146,Who sculpted the Hunchback of the Rialto?,Pietro da Salò,https://en.wikipedia.org/wiki/Il_Gobbo_di_Rialto,https://en.wikipedia.org/wiki/Maureen_O%27Hara,Pietro da Salò
2147,What was the name of Matthew John Parker born in?,Manchester,https://en.wikipedia.org/wiki/Matthew_Parker_(bishop),https://en.wikipedia.org/wiki/Matthew_Parker,Manchester
2148,When did Richard Carle start playing for the Cincinnati Reds?,"August 30, 1991",https://en.wikipedia.org/wiki/Seven_Sinners_(1940_film),https://en.wikipedia.org/wiki/Curtis_Armstrong,empty
2149,What are top secret agencies of Germany considered to be?,sister organizations,https://en.wikipedia.org/wiki/Classified_information,https://en.wikipedia.org/wiki/Federal_Intelligence_Service,Foreign intelligence
2150,What was the name of the astronomer?,Wang Fan,https://en.wikipedia.org/wiki/List_of_astronomers,https://en.wikipedia.org/wiki/Astronomer,Aryabhata
2151,What was the profession of Gnanou Diagou?,lawyer and professor of law,https://en.wikipedia.org/wiki/Gnanou_Diagou,https://en.wikipedia.org/wiki/List_of_translators,news
2152,What two countries used to call the crocus Illyrian?,"Bulgaria, Hungary, Albania, and the former Yugoslavia",https://en.wikipedia.org/wiki/Expansion_of_Macedonia_under_Philip_II,https://en.wikipedia.org/wiki/Ancient_Macedonian_army,Macedonians and the Phocians
2153,What famous hill was once in the territory of El Carmolí?,El Carmolí zone,"https://en.wikipedia.org/wiki/Cartagena,_Spain","https://en.wikipedia.org/wiki/San_Javier,_Murcia",Rincón de San Ginés
2154,Which conservative pundit originally wrote for the New York Daily News?,Robert A. George,https://en.wikipedia.org/wiki/New_York_Daily_News,https://en.wikipedia.org/wiki/Robert_A._George,Robert A. George
2155,Which short story collection did Lisa de Nikolits write?,Crime Writers of Canada,https://en.wikipedia.org/wiki/Lisa_de_Nikolits,https://en.wikipedia.org/wiki/List_of_University_of_the_Witwatersrand_people,empty
2156,How many members are in the Roman Catholic Diocese of Sunyani?,600000,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Sunyani,https://en.wikipedia.org/wiki/St._James_Seminary_Senior_High_School,"1,995,893177,381"
2157,The origin of which famous Italian humanist is unknown?,Raffaello Maffei,https://en.wikipedia.org/wiki/Petrarch,https://en.wikipedia.org/wiki/Italian_Renaissance,Gianfranco Contini
2158,What was the name of the group that was the first hip-hop group in the eastern United States?,Casas Grandes,https://en.wikipedia.org/wiki/Hip_hop_music,https://en.wikipedia.org/wiki/Southern_hip_hop,Funky Four Plus One
2159,What is the main feature of the facial femoral syndrome disorder?,underdeveloped thigh bones,https://en.wikipedia.org/wiki/Facial_femoral_syndrome,https://en.wikipedia.org/wiki/Crouzon_syndrome,underdeveloped thigh bones (femurs) and unusual facial features
2160,How many people lived in the internally displaced camps?,"120,000 to 130,000",https://en.wikipedia.org/wiki/Internally_displaced_person,https://en.wikipedia.org/wiki/Displaced_persons_camps_in_post%E2%80%93World_War_II_Europe,11 50
2161,How many times has the Hornets appeared in the NCAA tournament?,3,https://en.wikipedia.org/wiki/Delaware_State_Hornets_men%27s_basketball,https://en.wikipedia.org/wiki/Alabama_State_Hornets_basketball,one
2162,What stadium did the Spurs play at in Swansea?,Morfa Stadium,https://en.wikipedia.org/wiki/Joe_Rodon,https://en.wikipedia.org/wiki/Swansea_City_A.F.C.,Liberty Stadium
2163,What was the name of DirecTV's sixth album?,Seal the Deal & Let's Boogie,https://en.wikipedia.org/wiki/Bachman%E2%80%93Turner_Overdrive,https://en.wikipedia.org/wiki/Taylor_Swift,Reputation
2164,"Who won the ""Angel"" for her song?",Ruben Studdard,https://en.wikipedia.org/wiki/Teen_Angel_(song),https://en.wikipedia.org/wiki/Johnny_Angel_(song),Mark Dinning
2165,What is the name of Bocelli's seventh album?,Verdi,https://en.wikipedia.org/wiki/Andrea_Bocelli,https://en.wikipedia.org/wiki/Verdi_(album),Verdi
2166,What is the name of the only single that Rebecca Lynn Howard released?,Forgive,https://en.wikipedia.org/wiki/Rebecca_Lynn_Howard,https://en.wikipedia.org/wiki/Forgive_(song),Forgive
2167,In what city is Judith Flanders born?,London,https://en.wikipedia.org/wiki/Judith_Flanders,https://en.wikipedia.org/wiki/Judith_of_Flanders,London
2168,Where was the Snow White novel hung in 2006?,London Galerie,https://en.wikipedia.org/wiki/Perfume:_The_Story_of_a_Murderer_(film),https://en.wikipedia.org/wiki/Michael_Gilden,empty
2169,In what form is zinc mined?,zinc sulfides,https://en.wikipedia.org/wiki/Zinc_mining,https://en.wikipedia.org/wiki/Zinc,concentrates
2170,Which squadron was formed in February 1942 for transport duties during World War II?,Royal Australian Air Force (RAAF),https://en.wikipedia.org/wiki/No._34_Squadron_RAAF,https://en.wikipedia.org/wiki/No._33_Squadron_RAAF,"The squadron was formed in February 1942 for standard transport duties during World War II, initially flying de Havilland DH.84 Dragons in Northern Australia"
2171,"What was the name of the train that was chartered between Chicago, Illinois and Minneapolis, Minnesota?",The Fast Mail,https://en.wikipedia.org/wiki/Chicago_and_North_Western_Transportation_Company,https://en.wikipedia.org/wiki/Chicago_Great_Western_Railway,Chicago Great Western Railway
2172,How many communes does the arrondissement of Epinal have?,236,https://en.wikipedia.org/wiki/Arrondissement_of_%C3%89pinal,https://en.wikipedia.org/wiki/%C3%89pinal,236
2173,When do the plants die?,spring or in the autumn,https://en.wikipedia.org/wiki/Annual_plant,https://en.wikipedia.org/wiki/Perennial_plant,during the warmer months of the year
2174,What subjects did James Heyworth-Dunne study under?,Arabic literature,https://en.wikipedia.org/wiki/H._A._R._Gibb,https://en.wikipedia.org/wiki/Ignaty_Krachkovsky,Arabic
2175,Who wrote The Wolf's Hour?,Robert R. McCammon,https://en.wikipedia.org/wiki/The_Wolf_Hour,https://en.wikipedia.org/wiki/Hour_of_the_Wolf,Alistair Banks Griffin
2176,"What is the French term for ""laughter and songs""?",Rire & Chansons,https://en.wikipedia.org/wiki/Rire_%26_Chansons,-,Rire Chansons
2177,When was the Norsk Rettskrivningsordbok published?,1940,https://en.wikipedia.org/wiki/Tanums_store_rettskrivningsordbok,https://en.wikipedia.org/wiki/Bokm%C3%A5lsordboka,1940
2178,In what nationality is Artūras Žulpa born?,Lithuanian,https://en.wikipedia.org/wiki/Art%C5%ABras_%C5%BDulpa,https://en.wikipedia.org/wiki/Denis_Mahmudov,Lithuanian
